,title,related_title
13449,Can a divided America heal?,The strange politics of disgust
13450,Can a divided America heal?,Political common ground in a polarized United States
13451,Can a divided America heal?,How to have better political conversations
13452,Easy DIY projects for kid engineers,A delightful way to teach kids about computers
13453,Easy DIY projects for kid engineers,"Teach girls bravery, not perfection"
13454,Easy DIY projects for kid engineers,This virtual lab will revolutionize science class
13455,Easy DIY projects for kid engineers,"The 100,000-student classroom"
13456,Easy DIY projects for kid engineers,Why massive open online courses (still) matter
13457,Easy DIY projects for kid engineers,What we're learning from online education
13458,"We train soldiers for war. Let's train them to come home, too",Our lonely society makes it hard to come home from war
13459,"We train soldiers for war. Let's train them to come home, too",Art can heal PTSD's invisible wounds
13460,"We train soldiers for war. Let's train them to come home, too",My journey from Marine to actor
13461,"We train soldiers for war. Let's train them to come home, too",How to talk to veterans about the war
13462,"We train soldiers for war. Let's train them to come home, too",A new mission for veterans -- disaster relief
13463,"We train soldiers for war. Let's train them to come home, too",Why veterans miss war
13464,The urgency of intersectionality,We need to talk about an injustice
13465,The urgency of intersectionality,Color blind or color brave?
13466,The urgency of intersectionality,How to overcome our biases? Walk boldly toward them
13467,The urgency of intersectionality,A celebration of natural hair
13468,The urgency of intersectionality,"When Black women walk, things change"
13469,The urgency of intersectionality,The racial politics of time
13470,How the blockchain will radically transform the economy,How technology evolves
13471,How the blockchain will radically transform the economy,The accelerating power of technology
13472,How the blockchain will radically transform the economy,How the blockchain is changing money and business
13473,How the blockchain will radically transform the economy,The future of money
13474,How the blockchain will radically transform the economy,Bitcoin. Sweat. Tide. Meet the future of branded currency.
13475,How the blockchain will radically transform the economy,We've stopped trusting institutions and started trusting strangers
13476,The playful wonderland behind great inventions,Where good ideas come from
13477,The playful wonderland behind great inventions,A visual history of social dance in 25 moves
13478,The playful wonderland behind great inventions,TED's secret to great public speaking
13479,The playful wonderland behind great inventions,The greatest machine that never was
13480,The playful wonderland behind great inventions,The DIY orchestra of the future
13481,The playful wonderland behind great inventions,A delightful way to teach kids about computers
13482,Help for kids the education system ignores,Let's teach for mastery -- not test scores
13483,Help for kids the education system ignores,How to raise successful kids -- without over-parenting
13484,Help for kids the education system ignores,Why open a school? To close a prison
13485,Help for kids the education system ignores,"My story, from gangland daughter to star teacher"
13486,Help for kids the education system ignores,A summer school kids actually want to attend
13487,Help for kids the education system ignores,A short intro to the Studio School
13488,Math is the hidden secret to understanding the world,"How I fell in love with quasars, blazars and our incredible universe"
13489,Math is the hidden secret to understanding the world,The mathematician who cracked Wall Street
13490,Math is the hidden secret to understanding the world,What's so sexy about math?
13491,Math is the hidden secret to understanding the world,The magic of Fibonacci numbers
13492,Math is the hidden secret to understanding the world,Fractals and the art of roughness
13493,Math is the hidden secret to understanding the world,Teach statistics before calculus!
13494,A political party for women's equality,How women wage conflict without violence
13495,A political party for women's equality,It's time for women to run for office
13496,A political party for women's equality,"Teach girls bravery, not perfection"
